item_id,topic,title,abstract
N55248,sports,Dallas-Fort Worth football teams undefeated through Week 8 of the 2019 season,"Here's a look at all the schools in DFW that are still undefeated through Week 8. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Dallas Christian Decatur Denton Ryan DeSoto Duncanville Frisco Lone Star Gainesville Grandview Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale"
N30781,autos,Lowriders in Vegas! See Lowrider Photos From the 2019 Las Vegas Super Show,"The 2019 show proved to be a successful one, and as we plan for something bigger and better in 2020, you can be rest assured that we've learned from our mistakes and are ready to make up for lost time."
N30344,lifestyle,Snakehead fish that survives on land was discovered in Georgia. Officials want it dead,An invasive fish species that can breathe air and survive on land has been found in Georgia for the first time. And officials are warning anyone who comes into contact with the species to kill it immediately.
N19490,entertainment,"Louisville's own Jennifer Lawrence ties the knot in a private ceremony, reports say","Louisville's Oscar-winning actress Jennifer Lawrence and New York City gallery director Cooke Maroney said ""I do"" in a small ceremony this weekend."
N28035,news,"Gabbard, in defiant video, links Clinton 'smears' to her previous Sanders endorsement","Speaking directly to the camera in a video message posted on social media on Sunday, 2020 presidential candidate Tulsi Gabbard suggested that Hillary Clinton recently ""smeared"" her as a ""Russian asset"" as payback for Gabbard's defiance of the party establishment in 2016."
N62084,news,House Republicans try to force a vote on censuring Adam Schiff,"Rep. Andy Biggs, R-Ariz., on Wednesday took steps to try to force a vote on his motion to condemn and censure House Intelligence Committee Chairman Adam Schiff, D-Calif., for his ""egregiously false and fabricated"" reading of President Trump's July phone call with Ukrainian leader Volodymyr Zelensky during a hearing last month."
N5754,health,I Brushed My Teeth With Charcoal For 7 Days: Here's What My Mouth Looked Like By The End,"I had heard about how brushing your teeth with activated charcoal is supposed to help whiten and remove stains, so I thought, why not try it?"
N19262,sports,Suns Tuesdays: Mark Bryant grinding; Monty Williams right coach; Booker vs. Beverley; Josh Jackson in G-League,"Our Suns Tuesdays column launches with assistant Mark Bryant's coaching style, Devin Booker vs. Patrick Beverley and Josh Jackson in G-League."
N20723,music,Jennifer Lopez Shares BEAUTIFUL Pics With Alex Rodriguez At Their Elegant Engagement Party!,JLo and ARod celebrated their upcoming nuptials with family and friends over the weekend and shared the sweet moments on Instagram.
N7951,news,"British police investigating truck deaths arrest 2 more, driver still in custody",Two more people   a man and a woman   were arrested Friday as part of the investigation into the gruesome deaths of 39 people inside the back of a semi-truck in southeastern England.
N58332,entertainment,"From cat names to fruit, here are 11 bizarre things celebrities have tried to trademark","From Taylor Swift to Kylie Jenner, a lot of stars have tried to trademark things like commonly used terms, song lyrics, and signature catchphrases."
N16032,health,"If You Have a Slow Metabolism, Here Are 5 Doctor-Approved Ways to Burn Belly Fat","If you have a slow metabolism, trying to lose belly fat can be disheartening to say the least. The good news? You can do this."
N61079,lifestyle,29 Elf on the Shelf Ideas Your Child Will Find Truly Magical,Make every morning till Christmas more fun than the last!
N55625,lifestyle,"Child falls from 9th floor balcony in White Oak, Maryland, officials say","A child has fallen from a ninth-floor balcony in White Oak, Maryland, officials said. Pete Piringer, the Montgomery County Fire and Rescue public information officer, said the child suffered a ""minor traumatic injury."" The child was originally transported as a priority one trauma after falling at the Château Apartments. RELATED: 2-year-old falls from 11th floor window of Maryland apartment building In September, a two-year-old fell from an 11th..."
N17286,sports,Here's what history says about Astros' chances of World Series comeback against Nationals,"According to MLB.com, teams that have gone down 0-2 at home in the 2-3-2 format have won the World Series three of 25 times. Game 3 at Nats is Friday."
N21383,health,Doctors Want FDA To Warn Women About Cheese And Breast Cancer Link,"Up to 12,000 members of Physicians Committee for Responsible Medicine agreed that the federal government should add label to cheese products that would warn women about the risk of having breast cancer."
N38397,lifestyle,50 Incredible Photos of the Swedish Royal Family Through the Years,Nearly eight decades of pictures prove these royals have always valued family time.
N10122,entertainment,These are the best o' the best PC games available today,"In many regards, PC gamers have it better than their console counterparts. One reason why is the sheer breadth of titles available, but this can make it difficult to keep up with the best titles on the platform. We're here to help you out with a shortlist of PC games you need to play   both new and old. Even though it's a few years old (and frankly an obvious choice), The Witcher 3 remains our top pick. Best Overall: The Witcher 3 This choice..."
N50158,travel,"Crockett Row adds 2 bar-restaurants, but also hooks a big one: Dallas' The Blue Fish","FORT WORTH -- Here's the new math at Crockett Row after last week's shakeup: One very good restaurant was subtracted. Two more bars were added. But another very good restaurant and bar is coming soon. The Blue Fish, a Greenville Avenue landmark for 20 years, will open its seventh location on Crockett Row The sushi-sake-martini bar will open at 2932 Crockett St., in the space that was ..."
N1586,entertainment,"Ann Patchett spins a dark, compelling fairy tale in The Dutch House",The Dutch House review: Ann Patchett spins a dark fairy tale
N6536,foodanddrink,The Best Dishes the Eater Boston Team Ate This Week,We're sharing some of our current favorite dishes with you every Friday
N24153,travel,"The Long, Hard Road: Find all of our stories in the yearlong series here","The Long, Hard Road, series tells the stories of people who live, work and struggle along 80 miles in the heart of Greater Cincinnati."
N50742,health,This Bride Got a Wedding Redo After Losing 100 Pounds,Cherie Judd's weight loss journey started as she dreamed of her perfect wedding after her boyfriend proposed.
N25631,health,Grocery delivery man who tipped the scales at 520 lbs loses a whopping 300 LBS by buying the same food as his fitter customers - and carrying their bags up flights of stairs,"Antonio Martinez weighed over 500 lbs. and had a high-fat fast food habit. When his wife wanted to start a family, he shook things up and got a job delivering groceries."
N19028,news,Former Trump advisor John Bolton's lawyers are in contact with impeachment probe panels,Lawyers for former national security adviser John Bolton have been in touch with officials working on House committees about possibly testifying.
N51601,lifestyle,"21 adorable photos of dogs cuddling tigers, ducks, and other animals that prove they're not just man's best friend","From a leopard making friends with a dog in South Africa to a dog resting on a buffalo in Pakistan, see unlikely animal friendships around the world."
N38633,sports,The Action Network: Early pick with best value for Kansas,"The Action Network specializes in providing sports betting insights/analytics and is a content partner with NASCAR. Check out more NASCAR betting analysis here. Last week we pegged Michael McDowell and his 100-1 odds as a soild bet to make before cars hit the track at Talladega. McDowell gave us a nice sweat, contending for a […]"
N11161,video,Bernie Sanders slams GOP for not standing up to Trump,"Sen. Bernie Sanders (I-VT) appeared on ""Jimmy Kimmel Live,"" where he shared his thoughts on the Republican's response to the impeachment inquiry into President Trump."
N32907,health,"Now That I'm Over 50, I'm Finally Sucking It Up And Getting In Shape","When my health insurance plan offered a free membership at the fitness center of my choice, how could I refuse?"
N17602,health,How To Reach Out If Your Friend Is Struggling With Their Mental Health,Reaching out to check in on someone who struggles with their mental health might feel awkward at first   and that's OK.
N65225,sports,"What channel is NASCAR on today? Time, TV schedule for Kansas race","Sunday's NASCAR race returns to NBC as the TV channel, and the start time for the race at Kansas is 2:30 p.m. ET. Here is how to watch today's NASCAR race at Kansas."
N57991,lifestyle,The Problematic Politics Of Style And Gender Identity In The Workplace,"Queer. Black. Woman. Nonbinary. Masculine. Feminine. Those are all parts of myself that I've embodied throughout my life but could never fully grasp at once. Most of the time, they felt like pieces that I should pick up, put down, shift, express or hide in order to show up as a version of myself that people around me could easily digest. It took me years to come out as queer to my strict, religious, Haitian mother out of fear of rejection. I..."
N54975,sports,"Iowa native, veteran MLB umpire Eric Cooper dead at 52",Iowa native Eric Cooper was on the field for some big baseball moments during his umpiring career.
N58551,health,Texas man loses over 200 pounds to become a deputy,Deputy Chad Dodge details his weight loss journey that made his law enforcement dreams come true on 'Fox & Friends.'
N59271,weather,"Large tree falls, blocks at least two roads during morning commute","Update at 8 a.m.: Power has been restored to the Cross Mill area. Carson Street is still closed. Sign up for our Newsletters Previous story: A large tree fell early Wednesday, causing power outages and blocking at least two roads in McDowell County, North Carolina. Carson Street in Marion is closed from W. Cross Street to Blue Ridge Street until further notice. Murray Street is blocked off to drivers because the tree knocked down power lines,..."
N59418,health,"Women's mental health improves after giving up alcohol, study finds",The growing use of alcohol among women has become a public health concern in recent years.
N34242,news,Pa. Game Commission Warns Hunters To Take Precautions Against Potentially Fatal EEE Virus,"With the potentially fatal virus EEE confirmed in multiple Pennsylvania counties, the Game Commission is advising hunters to take extra precautions."
N63651,lifestyle,33 Things People May Say If They Want to Cheat,"We asked relationship experts for the common things people will say when they want to cheat (or already are). Ahead, find the spoken signs of cheating."
N37957,sports,"Broncos Film Study, part 1: The 'ugly' Joe Flacco on third down",Walk with us through these plays to find out what went wrong.
N33458,news,Former Top State Dept. Aide Tells Impeachment Investigators He Quit Over Ukraine,A former top aide to Secretary of State Mike Pompeo told Congress on Wednesday that he resigned amid mounting frustrations with the Trump administration's sidelining of career...
N31633,news,'ISIS is the biggest beneficiary': Graham lashes out at Trump over Syria withdrawal,Sen. Lindsey Graham (R-S.C.) describes President Trump's decision to pull American troops out of Syria as 'out of line' and 'dangerous.'
N4489,sports,David Ross might shake up the Cubs coaching staff. Who should he hire as bench coach?,"His former manager in Boston, John Farrell, is one possibility."
N33521,health,So you want to try intermittent fasting. Here's how to do it.,There are a few ways to practice intermittent fasting these are the most popular
N50208,foodanddrink,75 Restaurants Where You Can Eat for Free on Your Birthday,"Celebrate your birthday with free entrees, gift certificates, and cake at popular restaurants all across America? Big name chains like Ponderosa, Applebee's, Culver's, and Denny's will help you mark the occasion with everything from pancakes to steak. Find out where you can score 3 free squares for nothing!"
N42908,sports,"Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M","Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M"
N55337,sports,"As pitch-tipping paranoia lingers, Astros and Nationals will have their eyes on each other in World Series","Pitch-tipping has become a hot topic in the postseason this year and with the Astros reaching the World Series, suspicions will linger."
N5485,lifestyle,12 Shed Storage Ideas to Organize Your Space At Last,"Don't let your shed become disorganized or overrun with junk! Instead, turn it into a well-lit, useful space that has everything you need at hand. We'll show you how it's done with the best shed storage ideas and projects to finally use your shed to its full potential."
N732,health,105 Most Popular Sodas Ranked by How Toxic They Are,"From classics like Coke and A&W to cult favorites, we reveal which soda is worst for your health."
N31527,video,'Voice' fans love heartthrob who looks like 'combination of Tom Cruise and Christian Bale',"The Battles began on The Voice Monday, with a new set of mentors (Usher, Darius Rucker, Normani, and wil.i.am) and a new rule allowing coaches to save one contestant each from elimination. But before all that, there were a few more Blind Auditions, including one form Season 17's new heartthrob, Matthew McQueen. He may not be related to Steve McQueen, but he had undeniable star power -- with a pretty face and a pretty voice to match plus just the right about of darkness and edge. ""He kind of looks like a combination of Tom Cruise and Christian Bale. You're like a very handsome movie villain,"" John Legend told Matthew. ""Like a vampire. You could be in a vampire movie,"" said Kelly Clarkson, who seemed a little flustered as she called the 21-year-old indie-pop crooner ""so cool and sexy -- I mean, not in a weird way!"" Blake Shelton compared Matthew's modern-sounding vocals to that of another heartthrob, Shawn Mendes. So I guess music really was in Matthew's, um, blood. [insert/quote some tweets] Matthew's cover artist-of-the-moment's Lewis Capaldi's weeper ""Someone You Loved"" was haunting, and not just because he looked like Lestat while singing it. I was impressed by his sense of dynamics, the way he started soft and subtle and built the song to its anguished crescendo, instead of starting at full volume. It was a sophisticated and nuanced performance. ""You got better and better and you kept it classy, you kept it tasteful. When you get into that rasp -- like, whew,"" Kelly marveled. It seemed like Kelly might be on her way to a third victory by getting Matthew on her team, but unfortunately for her, Blake also turned around. He made a very good case, noting that three of his past six winners were not country singers, stating, ""It doesn't matter what lane your coach is in. It's what lane your coach can put you in."" Combine that with the fact that Grandma McQueen had dreamed that Blake would turn for Matthew, and it was a done deal. Now Blake might win again with another non-country artist. ""With his range and his pocket -- this guy is a threat to this entire competition,"" Blake proclaimed."
N50299,tv,Kelly Ripa responds to backlash over son in 'extreme poverty' joke,"Kelly RIpa is defending a joke she made about her son on ""Jimmy Kimmel Live!"""
N10220,video,Boy With No Legs Goes Viral After Video of Him Skateboarding is Shared by Tony Hawk,This 10-year old is fearless. Buzz60's Tony Spitz has the details.
N20106,news,"Remembering Rep. Elijah Cummings, Atatiana Jefferson: 5 things to know Thursday",Rep. Elijah Cummings to lie in state and Dallas pays final respects to Atatiana Jefferson. Here are 5 things to start your Thursday.
N57075,news,Matt Lauer accuser Brooke Nevils calls his response 'victim blaming',"Brooke Nevils stood her ground after bringing forward a new rape allegation against Matt Lauer, calling his response ""a case study in victim blaming."""
N21311,health,How This Guy Built Muscle and Got Shredded in His 40s on a Plant-Based Diet,"A former ""corporate paper-pusher,"" Ben Raue, 46, has transformed himself into a full-time online plant-based fitness coach."
N37736,sports,Carlos Correa took clever swipe at Yankees after ALCS victory,Carlos Correa can afford to talk a bit of smack now.
N62787,health,Vinny Guadagnino Shows Crazy Abs   and Tan!   in New Keto Diet 'After' Pic,"The ""Jersey Shore"" star has dropped 50 pounds since starting his weight loss journey on the keto diet. And thanks to his dedication to a new fitness plan, he's flashing a lean, ripped physique."
N47287,news,Atlantic City to transfer power amid corruption - yet again,"For over a decade, things had been quiet in Atlantic City, the seaside gambling resort known as much for its colorful political corruption as for its slot machines and saltwater taffy."
N21243,weather,Maria Fire broke out minutes after utility company re-energized high-voltage power line,Southern California Edison says it turned power back on minutes before the Maria Fire erupted nearby in Ventura County
N54623,news,Microsoft Tops Estimates as Azure Reports 59% Jump in Revenue,The software giant beat analyst estimates on both the top and bottom lines.
N43966,news,Michael Douglas Shares His and Catherine Zeta-Jones' First-Time Grandparent Nicknames,"Michael Douglas reveals the nicknames he and his wife, Catherine Zeta-Jones, chose as first-time grandparents and how his dad, Kurt, is still flirting at 102 years old."
N58574,health,I Was 24 & Had Just Scored My Dream Job In Fashion. Then An Accident In The Hamptons Changed Everything.,"One in four adults in the U.S. are living with a disability, but you wouldn't know it given the lack of representation in media, Hollywood, and the workforce. We're shedding light on the real stories   not the caricatures   of this dynamic and vibrant community of individuals. Read more stories from our Voices of Disability series. By the time I was 24, I was living a life that felt like a dream. I was pursuing a career in the fashion industry,..."
N6950,health,I Overate at Dinner Until I Started Doing This 1 Simple Thing on Sundays (It Takes 10 Minutes!),Another reason Sunday is the best day to meal prep.
N7716,lifestyle,What Do Prince George & Princess Charlotte Know About Their Royal Roles?,Do Prince William and Kate Middleton's kids know about their royal roles?
N32749,travel,Houstonian (and Boondock Saint) Sean Patrick Flanery comes home for Fandemic,"Sean Patrick Flanery doesn't like bad shows of any sort. He says as much. ""I love a good (expletive) concert,"" the actor says. ""A bad concert, don't waste my time. Theater, same thing. I like a good stage play. A bad one? Get me the (expletive) out of there. But Johnny Mac…. We met years ago and his was the first convention I'd been to that felt like a party. And I love that (expletive). I respect and admire it."" Johnny Mac is John Macaluso, a..."
N44066,news,A modern family: 20-plus sperm donor siblings find each other,"When we're all in a group together, you definitely feel like you're with your people, Ryan Kramer said."
N6191,finance,Home prices rise at slow pace for second straight month,"U.S. home prices increased modestly in August, a trend that could make home buying affordable for more Americans."
N43138,health,How This Former Football Player Dropped 60 Pounds While Maintaining Muscle,"Brian Hendriks had always been a bigger guy, playing center for the London Blitz football team. But a bleed in his brain stem kept him out of the gym for a long time, and the pounds piled up."
N7403,news,Man taken into custody after SWAT situation at large Milton home,SWAT teams surrounded a home in Milton Wednesday and took a man into custody.
N19103,autos,Cooling a Mighty Big-Block Chevy is Easier Than You Think,"We upgrade the cooling system in our big-block powered 1967 Camaro using a Frostbite aluminum radiator, dual SPAL electric fans, and a Weiand water pump."
N39843,sports,Matsuyama (65) ties for third in Skins tune-up; Day T-31,Hideki Matsuyama will enter Monday's Challenge: Japan Skins on a high note while Jason Day will not.
N8182,news,Lori Loughlin faces moment of truth in college admissions scandal as daughters exit USC,"Felicity Huffman is now serving time behind bars. Other high-profile parents in the college admissions case have pleaded guilty. But so far, there is no indication from Lori Loughlin and her camp about whether she plans to fight the charges or join others and make a deal with prosecutors. On Monday, four parents changed their pleas to guilty, and USC announced that Loughlin's children   who prosecutors allege got into the school after cheating..."
N2955,entertainment,Celebs who've been kicked off planes or sparked airport drama,The skies weren't too friendly when these stars were traveling.
N3870,news,"15-year-old killed in suspected DUI crash in Placer County, CHP says","A Carmichael man was arrested on suspicion of DUI after he crashed his car Tuesday night in Placer County, killing a 15-year-old passenger in his vehicle and injuring himself and a second passenger, the California Highway Patrol said. Mirwais Azimi, 21, who suffered major injuries in the crash, was arrested at a hospital. He is facing felony DUI and vehicular manslaughter charges, CHP said. Azimi was driving east on Foresthill Road near Deadwood..."
N29893,news,Trump scraps plan to host G-7 at his Doral golf resort,The White House says it has chosen President Donald Trump's golf resort in Miami as the site for next year's G-7 summit. The announcement comes as the president has accused Joe Biden's family of profiting from his time in public office. (Oct. 17)
N63734,news,Kansas City woman uses personal journey to help other victims of sex trafficking,"KANSAS CITY, Mo. -- According to the National Human Trafficking hotline, Missouri ranks 16th in the country for the number of human trafficking cases reported. A study by UMKC revealed there is an estimated 3,541 adult women sexually exploited in Kansas City. One local woman is writing about her experience and another local group is stepping up to help. ""Twenty-one years I was a victim of ..."
N52528,news,It's Time For The United States To Wage War On Mexican Drug Cartels,The slaughter of an American family in Mexico is the latest sign that violence in Mexico is out of control and the U.S. needs to step in.
N18753,finance,Is the World Economy Sliding Into First Recession Since 2009?,"The global economy is wobbling and whether it topples over is the big question in financial markets, executive suites and the corridors of power."
N45174,lifestyle,Ask The Salty Waitress: The cashier is texting instead of ringing up my order,"Dear Salty, I was traveling this weekend on business and had a tight connection that meant I had to switch airport terminals. Between my two long flights, I barely had time to grab some food to tide me over. So with 5 minutes until my plane boards, I decided to grab a sandwich from a counter-service barbecue restaurant that had no line and barely anyone sitting at its tables. I figured it would be fastest, since there was no line."
N4303,tv,'Blacklisted' Kathy Griffin Says No Regrets Over Lookalike Severed Trump Head,"Kathy Griffin says she has been ""blacklisted"" in Hollywood - but she still doesn't have any regrets."
N34233,news,"Biden Says He Opposed Iraq War Effort 'Immediately,' Despite Multiple Public Remarks Supporting It","That moment it started, I came out against the war at that moment, Biden told National Public Radio."
N543,music,The 'Man in Blue'? Sheriff donates Johnny Cash deputy photo,"NASHVILLE, Tenn. (AP)   A sheriff has presented the Johnny Cash Museum proof that the late musician who famously cultivated an image as an outlaw was in fact granted law enforcement authority decades ago. This week, Nashville Sheriff Daron Hall gave the museum a blown-up image of Cash's September 1979 deputy sheriff commission card. It was issued by then-Davidson County Sheriff Fate Thomas and features Cash's headshot, fingerprint and signature...."
N29745,autos,2021 Hyundai Tucson Spied With Less Camo To Reveal New Front Fascia,It appears the compact crossover will get a split headlight design.
N42994,finance,"Amazon is shipping expired baby formula and beef jerky, putting big brands at risk","Amazon's marketplace has become home to millions of sellers, making it hard for the company to prevent the sale of expired food."
N57131,lifestyle,Newlyweds look on in horror as the table holding their three-tier wedding cake collapses and the $550 creation topples to the floor,Chloe and Aaron Bailey were forced to watch 'in slow motion' as the table collapsed underneath their cake when they went to cut it.
N62150,finance,Non-religious motives propel home schooling boom in Western North Carolina,"Home schooling, historically driven by religious motivations, now is being propelled for a variety of non-religious reasons in Western North Carolina"
N12612,video,Funny Viral Videos Show Embarrassing Dad Running Next To Daughter's Train as she Heads to College,A funny father in England was filmed running next to his daughter's train as she left for college. Buzz60's Sean Dowling has more.
N59291,sports,Dantonio scoffs at 'dumb--- question' about Michigan State's offensive staff,Michigan State football coach Mark Dantonio took exception with a question about his offensive staff after MSU's 38-0 loss to Wisconsin.
N51027,sports,"Chiefs final injury report vs. Broncos: Sammy Watkins ruled out, Bashaud Breeland questionable","Watkins will miss his second straight game, while Breeland is questionable to go with a non-injury related designation."
N24866,news,The migrant caravans: She misses home and prays not to be sent back,"USA-IMMIGRATION/PROFILES-FORT WORTH (PIX, TV):The migrant caravans: She misses home and prays not to be sent back"
N19552,sports,"2 years ago, the Astros won an insane Game 5 against the Dodgers in the World Series","The date October 29 doesn't mean much to Astros fans   but it probably should. *knocks on wood* With a win Tuesday night over the Nationals, Oct. 29, 2019 will be the day the Astros won their second title in three seasons. So it's only fitting that exactly two years ago, on Oct. 29, 2017, the Astros survived arguably the wildest game in World Series history to set themselves up for their first championship. Click through the gallery above to..."
N60739,foodanddrink,Chefs Reveal the 14 Unexpected Items That Taste Better Refrigerated,"You probably don't have potato chips or chocolate chip cookies in your fridge at home, but these chefs do. Here's why."
N24132,entertainment,The PC gaming moments which have most wowed us in the last 30 years,From space dogfights in X-Wing to contemporary battle royale goodness
N52800,sports,Blazers coach Terry Stotts backs Daryl Morey over Hong Kong tweet,"People within the NBA community are slowly starting to back Daryl Morey after the Houston Rockets general manager started a firestorm by tweeting about the protests in Hong Kong, and Portland Trail Blazers head coach Terry Stotts is among those who supports Morey's point of view."
N49981,sports,Can't-Miss Play: Marquez Valdes-Scantling torches Raiders' D for 74-yard TD catch and run,Green Bay Packers wide receiver Marquez Valdes-Scantling with a 74-yard touchdown catch from quarterback Aaron Rodgers.
N7748,sports,"Bengals notebook: Cordy Glenn's return, Carlos Dunlap 'day to day'",Preparation for the Bengals' date with the reigning NFC champions continues.
N39718,autos,"The ""$100,000 Engine"" in Johnny Tran's S2000 Was Really Only Worth $8000","That $100,000 engine was one of many things the film exaggerated to pull off the Race Wars scene in The Fast and the Furious."
N7368,sports,Vince Young to Marcus Mariota: 'When you get the starting position back don't give it back!!',Former Titans quarterback Vince Young sent an encouraging message to Marcus Mariota on Twitter Wednesday.
N62418,autos,The best free PC optimization software 2019: speed up your PC quickly and easily,Free PC optimization software for noticeably faster performance without a hardware upgrade.
N20148,sports,"No goals, no fans, no TV: Koreas draw 0-0 in blacked-out World Cup qualifier","North and South Korea drew 0-0 in a historic but surreal World Cup qualifier on Tuesday, played in front of FIFA president Gianni Infantino but an otherwise empty stadium and almost completely blocked off from the outside world."
N64278,sports,Should Kentucky basketball be worried about EJ Montgomery's preseason play?,"With Nick Richards battling a sprained ankle, the pressure is on EJ Montgomery take a step forward from a middling preseason performance."
N43092,health,46-Year-Old Woman Gives Birth a Day After Finding Out She's Pregnant,Monica Thompson had been trying to conceive for 16 years.
N58210,sports,The question after Sunday's 27-17 loss: When will the win come for the Cincinnati Bengals?,Bengals quarterback Andy Dalton intercepted on three straight drives in the fourth quarter to seal the loss.
N20588,lifestyle,"Your Most Toxic Personality Trait, Based on Your Myers Briggs Type","Here's how to know which aspects of your behavior might err on the side of toxic, based on your Myers-Briggs personality type."
N58730,foodanddrink,Some of the Best Tacos in Texas Hill Country Are on a Sleepy Road Outside San Antonio,"Nora's Tacos is worth the drive to Sabinal (population: 1,696)."
N21526,travel,6 hotels with incredible design from above   and how to get your own personal bird's-eye view,Jaws drop as Soneva Jani comes into view from the windows of the resort's private seaplane.
N54783,autos,"Semi truck driver swerves to miss deer, crashed on I-40","Early Thursday morning on October 10, a semi truck driver said he crashed into the median of Interstate 40 at Lee Creek because of a deer. Arkansas State Police were called to the scene before 4:00 a.m. near Lee Creek on I-40. The driver told the trooper he swerved to miss a deer and went into the median. At the scene our cameras found the truck's front end in the tree line while the main cab and trailer were down a few meters along the..."
N36390,sports,"UH redshirt tracker: Who's sitting so far, others on way","By now, Houston coach Dana Holgorsen has a good idea which players will redshirt this season. Some of that could change over the final four games, depending on injuries, but for the most part the picture has become clear which players will redshirt this season. A few like D'Eriq King, Keith Corbin and Mulbah Car, all seniors, were not expected when the season began (although Holgorsen did warn that everything was ""on the table""). Some like..."
N13693,news,Top Defense Republican: Trump's Vivid Statement On Baghdadi 'A Little Uncomfortable',"Rep. Mac Thornberry (R-Texas) expressed unease with President Donald Trump's graphic description of a U.S. military raid that resulted in the death of so-called Islamic State leader Abu Bakr al-Baghdadi, who Trump said was ""whimpering and crying and screaming"" before detonating a suicide vest that killed himself and three of his children Saturday. Thornberry, the ranking member of the House Armed Services Committee, suggested on Sunday that he..."
N10398,health,Even 2 Minutes of Exercise a Week May Lessen Risk of Dementia,"According to the Department of Health and Human Services, most healthy adults should get at least 150 minutes of moderate aerobic exercise or 75 minutes of vigorous aerobic exercise a week."
N25127,lifestyle,"The One-Word Mantra You Need This Thanksgiving, Based on Your Zodiac Sign",Tensions can run high when families come together round the table. Here the mantra you need to help you make it to pumpkin pie.
N13712,health,Weight-Loss Tips That Work From a Viewer Who Lost 250 Pounds,Annamarie is now down to a size 6. And she's sharing her top three tips for weight loss.
N52293,tv,14 action-packed shows that deserve a spot on your must-watch list,Action-packed TV shows that deserve a spot on your must-watch list
N43677,music,"Cody Simpson gushes over Miley Cyrus: 'We are very, very happy'",Cody Simpson confirms that he and Miley are together while praising her.
N43465,travel,"New River Rock Bar & Grille now hiring, gearing up to open along Great Miami",A new and locally owned restaurant and bar called the River Rock Bar & Grille is in the works overlooking the Great Miami River in Piqua.
N36457,autos,2021 Ford F-150 Spied Towing A Trailer Over The Rocky Mountains,There could be an all-new V8 engine under the hood.
N35585,lifestyle,"After months on the loose, an elusive emu has finally been spotted in North Carolina",An emu has been on the run in North Carolina for almost two months has finally been spotted by local officials and sequestered to one location.
N30965,news,Support drops for Medicare for All but increases for public option,"Support is dropping for Sen. Bernie Sanders' (I-Vt.) ""Medicare for All"" health care plan, according to a poll released Tuesday."
N59437,lifestyle,Sweden's Princess Madeleine Reacts to Her Kids' Royal Titles Being Removed: 'I Think It's Good',Princess Madeleine Reacts to Her Kids' Royal Titles Being Removed
N4570,health,"Where to get a flu shot: Walmart, CVS, Walgreens and more","Yes, you really need it -- here's where to get it."
N4978,news,"Democratic debate, impeachment inquiry deadlines: 5 things to know Tuesday","The fourth Democratic debate will feature 12 candidates, subpoena deadlines in the Turmp impeachment inquiry arrive and more news to know Tuesday."
N2770,sports,Clutch in the playoffs: Drivers who won in critical situations,"Since NASCAR instituted the elimination-style playoff format in 2014, we've seen several drivers elevate their abilities with everything on the line."
N3906,health,I Tested Positive for the Alzheimer's Gene at Age 26,"A DNA testing kit is like a crystal ball, but what if you don't like what you see?"
N21453,sports,"NFL Power Rankings: Rodgers looks like a legit MVP, as the Eagles have serious problems.","Sports Pulse: The Bears continue to fall, as the quarterbacks on the Packers, Vikings and Colts shine."
N2336,sports,"Michael Bennett Sounds Off On Suspension, Trade Rumors, Role With Patriots",FOXBORO Mass. -- Michael Bennett addressed reporters for roughly three minutes after Wednesday's New England Patriots practice the defensive end's first since the team suspended him one game following an
N34300,lifestyle,23 Genius Home Improvement Projects You Can Do in an Hour (or Less!),These easy and affordable home improvement projects will transform your abode into something spectacular in 60 minutes or less.
N32180,news,Simsbury police chief recommends firing sergeant for 'malicious gossip' and 'lack of respect and truthfulness',"Simsbury police Chief Nicholas Boulter has recommended firing one of his sergeants, based on the sergeant's behavior during an internal investigation into his conduct. But the sergeant's lawyer is pushing back and says that the internal investigation itself was unjust because Boulter was both the investigator and the victim of the alleged misconduct. At a Tuesday evening police commission ..."
N51363,sports,Trying to talk yourself into picking the Browns? Here are 3 things to consider,"BEREA, Ohio -- No one wants to hear about moral victories. Odell Beckham Jr. certainly didn't on Wednesday, a few days before the Browns took off for Massachusetts to take on the Patriots. ""We're not going to the Patriots to play a good game and pat ourselves on the back and come back to Cleveland and keep working,"" Beckham said. ""We're going down there to win, we're preparing to win, there's ..."
N1145,health,"When trying to lose weight, morning meals are better than evening ones","As our understanding of nutrition has evolved, we've learned that eating earlier in the day can be more favorable for shedding pounds, while eating later can interfere with weight loss -- and for more than one reason."
N52876,news,Rep. Collins: House impeachment vote confirms everything Democrats are doing is wrong,Republican Rep. Doug Collins calls the upcoming House vote to formalize the Trump impeachment process a 'sham.'
N57751,sports,Jose Altuve walk-off bomb off Aroldis Chapman ends Yankees season in 'failure',"HOUSTON -- Aaron Judge had to walk around the celebration that was forming on the infield. Jose Altuve had just crushed a two-run, walk-off home run off Yankees closer Aroldis Chapman for a 6-4 Astros win over the Yankees, clinching the American League Championship Series Saturday night. The young face of the Yankees franchise made the slow walk in from right field having to watch a ..."
N19818,lifestyle,When royals invite us inside their palatial homes   see photos,"See inside the stunning palaces, homes and gardens of various royal families around the world."
